community_ab,community_eccc,ab_reading_date,ab_current_aqhi,ab_forecast_today,ab_forecast_tomorrow,ab_forecast_tonight,ab_pulled_at_utc,eccc_current_aqhi,eccc_pulled_at_utc,diff_ab_minus_eccc,abs_diff,flag
Red Deer,Red Deer,2026-06-20 13:00,2.0,2.0,1,2,2026-06-20T19:52:24+00:00,2.0,2026-06-20T19:52:24+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 13:00,1.0,1.0,1,2,2026-06-20T19:52:24+00:00,1.0,2026-06-20T19:52:24+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 13:00,1.0,1.0,1,1,2026-06-20T19:52:24+00:00,1.0,2026-06-20T19:52:24+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 13:00,2.0,2.0,2,2,2026-06-20T19:52:24+00:00,2.0,2026-06-20T19:52:24+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 13:00,2.0,2.0,2,2,2026-06-20T19:52:24+00:00,2.0,2026-06-20T19:52:24+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 13:00,2.0,3.0,2,2,2026-06-20T19:52:24+00:00,2.0,2026-06-20T19:52:24+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 13:00,2.0,2.0,1,2,2026-06-20T19:52:24+00:00,2.0,2026-06-20T19:52:24+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 13:00,2.0,2.0,2,2,2026-06-20T19:52:24+00:00,2.0,2026-06-20T19:52:24+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 13:00,2.0,2.0,2,2,2026-06-20T19:52:24+00:00,2.0,2026-06-20T19:52:24+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 13:00,2.0,2.0,2,2,2026-06-20T19:52:24+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 14:00,2.0,2.0,2,2,2026-06-20T20:45:02+00:00,2.0,2026-06-20T20:45:02+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 14:00,2.0,3.0,2,2,2026-06-20T20:45:02+00:00,2.0,2026-06-20T20:45:02+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 14:00,2.0,2.0,1,2,2026-06-20T20:45:02+00:00,2.0,2026-06-20T20:45:02+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 14:00,1.0,1.0,1,2,2026-06-20T20:45:02+00:00,1.0,2026-06-20T20:45:02+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 14:00,1.0,1.0,1,1,2026-06-20T20:45:02+00:00,1.0,2026-06-20T20:45:02+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 14:00,2.0,2.0,2,2,2026-06-20T20:45:02+00:00,2.0,2026-06-20T20:45:02+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 14:00,2.0,2.0,2,2,2026-06-20T20:45:02+00:00,2.0,2026-06-20T20:45:02+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 14:00,2.0,3.0,2,2,2026-06-20T20:45:02+00:00,2.0,2026-06-20T20:45:02+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 14:00,2.0,2.0,1,2,2026-06-20T20:45:02+00:00,2.0,2026-06-20T20:45:02+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 14:00,2.0,2.0,2,2,2026-06-20T20:45:02+00:00,2.0,2026-06-20T20:45:02+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 14:00,2.0,2.0,2,2,2026-06-20T20:45:02+00:00,2.0,2026-06-20T20:45:02+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 14:00,2.0,2.0,2,2,2026-06-20T20:45:02+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 15:00,2.0,2.0,2,2,2026-06-20T21:43:59+00:00,2.0,2026-06-20T21:44:00+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 15:00,3.0,3.0,2,2,2026-06-20T21:43:59+00:00,3.0,2026-06-20T21:44:00+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 15:00,2.0,2.0,1,2,2026-06-20T21:43:59+00:00,2.0,2026-06-20T21:44:00+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 15:00,1.0,1.0,1,2,2026-06-20T21:43:59+00:00,1.0,2026-06-20T21:44:00+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 15:00,2.0,1.0,1,1,2026-06-20T21:43:59+00:00,2.0,2026-06-20T21:44:00+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 15:00,2.0,2.0,2,2,2026-06-20T21:43:59+00:00,2.0,2026-06-20T21:44:00+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 15:00,2.0,2.0,2,2,2026-06-20T21:43:59+00:00,2.0,2026-06-20T21:44:00+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 15:00,2.0,3.0,2,2,2026-06-20T21:43:59+00:00,2.0,2026-06-20T21:44:00+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 15:00,2.0,2.0,1,2,2026-06-20T21:43:59+00:00,2.0,2026-06-20T21:44:00+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 15:00,2.0,2.0,2,2,2026-06-20T21:43:59+00:00,2.0,2026-06-20T21:44:00+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 15:00,2.0,2.0,2,2,2026-06-20T21:43:59+00:00,2.0,2026-06-20T21:44:00+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 15:00,2.0,2.0,2,2,2026-06-20T21:43:59+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 17:00,2.0,,2,2,2026-06-20T23:42:55+00:00,2.0,2026-06-20T23:42:55+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 17:00,3.0,,3,3,2026-06-20T23:42:55+00:00,3.0,2026-06-20T23:42:55+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 17:00,2.0,,2,2,2026-06-20T23:42:55+00:00,2.0,2026-06-20T23:42:55+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 17:00,2.0,,2,2,2026-06-20T23:42:55+00:00,1.0,2026-06-20T23:42:55+00:00,1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-06-20 17:00,2.0,,2,2,2026-06-20T23:42:55+00:00,2.0,2026-06-20T23:42:55+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 17:00,3.0,,3,3,2026-06-20T23:42:55+00:00,3.0,2026-06-20T23:42:55+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 17:00,2.0,,3,3,2026-06-20T23:42:55+00:00,2.0,2026-06-20T23:42:55+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 17:00,2.0,,3,3,2026-06-20T23:42:55+00:00,2.0,2026-06-20T23:42:55+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 16:00,2.0,,2,2,2026-06-20T23:42:55+00:00,2.0,2026-06-20T23:42:55+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 17:00,2.0,,2,2,2026-06-20T23:42:55+00:00,2.0,2026-06-20T23:42:55+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 17:00,2.0,,2,2,2026-06-20T23:42:55+00:00,2.0,2026-06-20T23:42:55+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 17:00,2.0,,2,2,2026-06-20T23:42:55+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 18:00,2.0,,2,2,2026-06-21T01:31:41+00:00,2.0,2026-06-21T01:31:41+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 18:00,3.0,,3,3,2026-06-21T01:31:41+00:00,3.0,2026-06-21T01:31:41+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 18:00,2.0,,2,2,2026-06-21T01:31:41+00:00,2.0,2026-06-21T01:31:41+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 18:00,2.0,,2,2,2026-06-21T01:31:41+00:00,2.0,2026-06-21T01:31:41+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 18:00,2.0,,2,2,2026-06-21T01:31:41+00:00,2.0,2026-06-21T01:31:41+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 19:00,3.0,,3,3,2026-06-21T01:31:41+00:00,3.0,2026-06-21T01:31:41+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 18:00,3.0,,3,3,2026-06-21T01:31:41+00:00,3.0,2026-06-21T01:31:41+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 18:00,2.0,,3,3,2026-06-21T01:31:41+00:00,2.0,2026-06-21T01:31:41+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 19:00,2.0,,2,2,2026-06-21T01:31:41+00:00,2.0,2026-06-21T01:31:41+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 18:00,2.0,,2,2,2026-06-21T01:31:41+00:00,2.0,2026-06-21T01:31:41+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 18:00,2.0,,2,2,2026-06-21T01:31:41+00:00,2.0,2026-06-21T01:31:41+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 19:00,2.0,,2,2,2026-06-21T01:31:41+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 20:00,2.0,,2,2,2026-06-21T03:28:00+00:00,2.0,2026-06-21T03:28:00+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 20:00,3.0,,3,3,2026-06-21T03:28:00+00:00,3.0,2026-06-21T03:28:00+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 20:00,2.0,,2,2,2026-06-21T03:28:00+00:00,2.0,2026-06-21T03:28:00+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 20:00,1.0,,2,2,2026-06-21T03:28:00+00:00,1.0,2026-06-21T03:28:00+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 20:00,2.0,,2,2,2026-06-21T03:28:00+00:00,2.0,2026-06-21T03:28:00+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 21:00,3.0,,3,3,2026-06-21T03:28:00+00:00,3.0,2026-06-21T03:28:00+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 20:00,3.0,,3,3,2026-06-21T03:28:00+00:00,3.0,2026-06-21T03:28:00+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 20:00,2.0,,3,3,2026-06-21T03:28:00+00:00,2.0,2026-06-21T03:28:00+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 21:00,2.0,,2,2,2026-06-21T03:28:00+00:00,2.0,2026-06-21T03:28:00+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 20:00,2.0,,2,2,2026-06-21T03:28:00+00:00,2.0,2026-06-21T03:28:00+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 20:00,2.0,,2,2,2026-06-21T03:28:00+00:00,2.0,2026-06-21T03:28:00+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 21:00,2.0,,2,2,2026-06-21T03:28:00+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 23:00,2.0,,2,2,2026-06-21T05:57:44+00:00,2.0,2026-06-21T05:57:44+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 22:00,2.0,,3,3,2026-06-21T05:57:44+00:00,2.0,2026-06-21T05:57:44+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 22:00,2.0,,2,2,2026-06-21T05:57:44+00:00,1.0,2026-06-21T05:57:44+00:00,1.0,1.0,Minor difference
Fort McMurray,Fort McMurray,2026-06-20 22:00,1.0,,2,2,2026-06-21T05:57:44+00:00,1.0,2026-06-21T05:57:44+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 22:00,2.0,,2,2,2026-06-21T05:57:44+00:00,2.0,2026-06-21T05:57:44+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 23:00,2.0,,3,3,2026-06-21T05:57:44+00:00,2.0,2026-06-21T05:57:44+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 22:00,3.0,,3,3,2026-06-21T05:57:44+00:00,3.0,2026-06-21T05:57:44+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 22:00,2.0,,3,3,2026-06-21T05:57:44+00:00,2.0,2026-06-21T05:57:44+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 23:00,2.0,,2,2,2026-06-21T05:57:44+00:00,2.0,2026-06-21T05:57:44+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 23:00,2.0,,2,2,2026-06-21T05:57:44+00:00,2.0,2026-06-21T05:57:44+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 23:00,2.0,,2,2,2026-06-21T05:57:44+00:00,2.0,2026-06-21T05:57:44+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 23:00,2.0,,2,2,2026-06-21T05:57:44+00:00,,,,,OK
Edmonton,Edmonton,2026-06-21 01:00,2.0,,2,2,2026-06-21T07:57:31+00:00,2.0,2026-06-21T07:57:31+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-21 01:00,2.0,,3,3,2026-06-21T07:57:31+00:00,2.0,2026-06-21T07:57:31+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-21 01:00,2.0,,2,2,2026-06-21T07:57:31+00:00,2.0,2026-06-21T07:57:31+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-21 01:00,1.0,,2,2,2026-06-21T07:57:31+00:00,1.0,2026-06-21T07:57:31+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-21 01:00,1.0,,2,2,2026-06-21T07:57:31+00:00,1.0,2026-06-21T07:57:31+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-21 01:00,2.0,,3,3,2026-06-21T07:57:31+00:00,2.0,2026-06-21T07:57:31+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-21 01:00,3.0,,3,3,2026-06-21T07:57:31+00:00,3.0,2026-06-21T07:57:31+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-21 01:00,2.0,,3,3,2026-06-21T07:57:31+00:00,2.0,2026-06-21T07:57:31+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-21 01:00,2.0,,2,2,2026-06-21T07:57:31+00:00,2.0,2026-06-21T07:57:31+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-21 01:00,2.0,,2,2,2026-06-21T07:57:31+00:00,2.0,2026-06-21T07:57:31+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-21 01:00,2.0,,2,2,2026-06-21T07:57:31+00:00,2.0,2026-06-21T07:57:31+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-21 01:00,2.0,,2,2,2026-06-21T07:57:31+00:00,,,,,OK
Edmonton,Edmonton,2026-06-21 02:00,2.0,,2,2,2026-06-21T09:30:26+00:00,2.0,2026-06-21T09:30:26+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-21 02:00,2.0,,3,3,2026-06-21T09:30:26+00:00,2.0,2026-06-21T09:30:26+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-21 02:00,2.0,,2,2,2026-06-21T09:30:26+00:00,2.0,2026-06-21T09:30:26+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-21 02:00,1.0,,2,2,2026-06-21T09:30:26+00:00,1.0,2026-06-21T09:30:26+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-21 02:00,1.0,,2,2,2026-06-21T09:30:26+00:00,1.0,2026-06-21T09:30:26+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-21 03:00,2.0,,3,3,2026-06-21T09:30:26+00:00,2.0,2026-06-21T09:30:26+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-21 02:00,2.0,,3,3,2026-06-21T09:30:26+00:00,2.0,2026-06-21T09:30:26+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-21 02:00,2.0,,3,3,2026-06-21T09:30:26+00:00,2.0,2026-06-21T09:30:26+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-21 03:00,1.0,,2,2,2026-06-21T09:30:26+00:00,1.0,2026-06-21T09:30:26+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-21 02:00,2.0,,2,2,2026-06-21T09:30:26+00:00,2.0,2026-06-21T09:30:26+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-21 02:00,2.0,,2,2,2026-06-21T09:30:26+00:00,2.0,2026-06-21T09:30:26+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-21 03:00,2.0,,2,2,2026-06-21T09:30:26+00:00,,,,,OK
Edmonton,Edmonton,2026-06-21 04:00,2.0,,2,2,2026-06-21T11:23:15+00:00,2.0,2026-06-21T11:23:15+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-21 04:00,2.0,,3,3,2026-06-21T11:23:15+00:00,2.0,2026-06-21T11:23:15+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-21 04:00,2.0,,2,2,2026-06-21T11:23:15+00:00,2.0,2026-06-21T11:23:15+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-21 04:00,1.0,,2,2,2026-06-21T11:23:15+00:00,1.0,2026-06-21T11:23:15+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-21 03:00,1.0,,2,2,2026-06-21T11:23:15+00:00,1.0,2026-06-21T11:23:15+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-21 03:00,2.0,,3,3,2026-06-21T11:23:15+00:00,1.0,2026-06-21T11:23:15+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-06-21 04:00,2.0,,3,3,2026-06-21T11:23:15+00:00,2.0,2026-06-21T11:23:15+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-21 04:00,2.0,,3,3,2026-06-21T11:23:15+00:00,2.0,2026-06-21T11:23:15+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-21 05:00,1.0,,2,2,2026-06-21T11:23:15+00:00,1.0,2026-06-21T11:23:15+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-21 04:00,2.0,,2,2,2026-06-21T11:23:15+00:00,1.0,2026-06-21T11:23:15+00:00,1.0,1.0,Minor difference
St. Albert,St. Albert,2026-06-21 04:00,2.0,,2,2,2026-06-21T11:23:15+00:00,1.0,2026-06-21T11:23:15+00:00,1.0,1.0,Minor difference
Strathcona County,Sherwood Park,2026-06-21 05:00,2.0,,2,2,2026-06-21T11:23:15+00:00,,,,,OK
Edmonton,Edmonton,2026-06-21 06:00,2.0,2.0,2,2,2026-06-21T12:59:18+00:00,2.0,2026-06-21T12:59:19+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-21 06:00,2.0,2.0,2,2,2026-06-21T12:59:18+00:00,2.0,2026-06-21T12:59:19+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-21 06:00,2.0,2.0,2,2,2026-06-21T12:59:18+00:00,2.0,2026-06-21T12:59:19+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-21 06:00,1.0,1.0,2,2,2026-06-21T12:59:18+00:00,1.0,2026-06-21T12:59:19+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-21 06:00,1.0,1.0,2,1,2026-06-21T12:59:18+00:00,1.0,2026-06-21T12:59:19+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-21 03:00,2.0,2.0,2,2,2026-06-21T12:59:18+00:00,1.0,2026-06-21T12:59:19+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-06-21 06:00,1.0,2.0,2,2,2026-06-21T12:59:18+00:00,1.0,2026-06-21T12:59:19+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-21 06:00,2.0,2.0,2,2,2026-06-21T12:59:18+00:00,2.0,2026-06-21T12:59:19+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-21 06:00,1.0,1.0,1,1,2026-06-21T12:59:18+00:00,1.0,2026-06-21T12:59:19+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-21 06:00,1.0,2.0,2,2,2026-06-21T12:59:18+00:00,1.0,2026-06-21T12:59:19+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-21 06:00,2.0,2.0,2,2,2026-06-21T12:59:18+00:00,2.0,2026-06-21T12:59:19+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-21 06:00,2.0,2.0,2,2,2026-06-21T12:59:18+00:00,,,,,OK
Edmonton,Edmonton,2026-06-21 07:00,2.0,2.0,2,2,2026-06-21T13:57:48+00:00,2.0,2026-06-21T13:57:49+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-21 07:00,2.0,2.0,2,2,2026-06-21T13:57:48+00:00,2.0,2026-06-21T13:57:49+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-21 07:00,2.0,2.0,2,2,2026-06-21T13:57:48+00:00,2.0,2026-06-21T13:57:49+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-21 07:00,1.0,1.0,2,2,2026-06-21T13:57:48+00:00,1.0,2026-06-21T13:57:49+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-21 07:00,1.0,1.0,2,1,2026-06-21T13:57:48+00:00,1.0,2026-06-21T13:57:49+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-21 07:00,2.0,2.0,2,2,2026-06-21T13:57:48+00:00,2.0,2026-06-21T13:57:49+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-21 07:00,2.0,2.0,2,2,2026-06-21T13:57:48+00:00,2.0,2026-06-21T13:57:49+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-21 07:00,2.0,2.0,2,2,2026-06-21T13:57:48+00:00,2.0,2026-06-21T13:57:49+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-21 07:00,1.0,1.0,1,1,2026-06-21T13:57:48+00:00,1.0,2026-06-21T13:57:49+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-21 07:00,1.0,2.0,2,2,2026-06-21T13:57:48+00:00,1.0,2026-06-21T13:57:49+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-21 07:00,2.0,2.0,2,2,2026-06-21T13:57:48+00:00,2.0,2026-06-21T13:57:49+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-21 07:00,2.0,2.0,2,2,2026-06-21T13:57:48+00:00,,,,,OK
Edmonton,Edmonton,2026-06-21 08:00,2.0,2.0,2,2,2026-06-21T15:03:46+00:00,2.0,2026-06-21T15:03:46+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-21 08:00,2.0,2.0,2,2,2026-06-21T15:03:46+00:00,2.0,2026-06-21T15:03:46+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-21 08:00,2.0,2.0,2,2,2026-06-21T15:03:46+00:00,2.0,2026-06-21T15:03:46+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-21 08:00,1.0,1.0,2,2,2026-06-21T15:03:46+00:00,1.0,2026-06-21T15:03:46+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-21 08:00,1.0,1.0,2,1,2026-06-21T15:03:46+00:00,1.0,2026-06-21T15:03:46+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-21 08:00,2.0,2.0,2,2,2026-06-21T15:03:46+00:00,2.0,2026-06-21T15:03:46+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-21 08:00,2.0,2.0,2,2,2026-06-21T15:03:46+00:00,2.0,2026-06-21T15:03:46+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-21 08:00,2.0,2.0,2,2,2026-06-21T15:03:46+00:00,2.0,2026-06-21T15:03:46+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-21 08:00,1.0,1.0,1,1,2026-06-21T15:03:46+00:00,1.0,2026-06-21T15:03:46+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-21 08:00,1.0,2.0,2,2,2026-06-21T15:03:46+00:00,1.0,2026-06-21T15:03:46+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-21 08:00,2.0,2.0,2,2,2026-06-21T15:03:46+00:00,2.0,2026-06-21T15:03:46+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-21 08:00,2.0,2.0,2,2,2026-06-21T15:03:46+00:00,,,,,OK
Edmonton,Edmonton,2026-06-21 09:00,2.0,2.0,2,2,2026-06-21T15:56:10+00:00,2.0,2026-06-21T15:56:10+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-21 09:00,2.0,2.0,2,2,2026-06-21T15:56:10+00:00,2.0,2026-06-21T15:56:10+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-21 09:00,2.0,2.0,2,2,2026-06-21T15:56:10+00:00,2.0,2026-06-21T15:56:10+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-21 09:00,1.0,1.0,2,2,2026-06-21T15:56:10+00:00,1.0,2026-06-21T15:56:10+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-21 09:00,1.0,1.0,2,1,2026-06-21T15:56:10+00:00,1.0,2026-06-21T15:56:10+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-21 09:00,2.0,2.0,2,2,2026-06-21T15:56:10+00:00,2.0,2026-06-21T15:56:10+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-21 09:00,2.0,2.0,2,2,2026-06-21T15:56:10+00:00,2.0,2026-06-21T15:56:10+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-21 09:00,2.0,2.0,2,2,2026-06-21T15:56:10+00:00,2.0,2026-06-21T15:56:10+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-21 09:00,1.0,1.0,1,1,2026-06-21T15:56:10+00:00,1.0,2026-06-21T15:56:10+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-21 09:00,1.0,2.0,2,2,2026-06-21T15:56:10+00:00,1.0,2026-06-21T15:56:10+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-21 09:00,2.0,2.0,2,2,2026-06-21T15:56:10+00:00,2.0,2026-06-21T15:56:10+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-21 09:00,2.0,2.0,2,2,2026-06-21T15:56:10+00:00,,,,,OK
Edmonton,Edmonton,2026-06-21 10:00,2.0,2.0,2,2,2026-06-21T16:53:05+00:00,2.0,2026-06-21T16:53:05+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-21 10:00,2.0,2.0,2,2,2026-06-21T16:53:05+00:00,2.0,2026-06-21T16:53:05+00:00,0.0,0.0,OK
